action_id,agent_id,action_type,order_id,customer_id,reference_id,action_timestamp,outcome,policy_id,incident_id,details
ACT000250,A009,REFUND,ORD01071,CUST05071,,2026-06-04 16:01:11,SUCCESS,,,refund_amount=95.75
ACT000251,A002,GET_ORDER,ORD01072,CUST05072,,2026-05-14 18:21:26,SUCCESS,,,
ACT000252,A002,CHECK_ELIGIBILITY,ORD01072,CUST05072,,2026-05-14 18:22:44,SUCCESS,,,
ACT000253,A002,CANCEL_ORDER,ORD01072,CUST05072,,2026-05-14 18:24:31,SUCCESS,,,
ACT000254,A002,SEND_MESSAGE,ORD01072,CUST05072,,2026-05-14 18:26:56,FAILED,,,
ACT000255,A008,GET_ORDER,ORD01073,CUST05073,,2026-05-15 20:25:55,SUCCESS,,,
ACT000256,A008,APPLY_DISCOUNT,ORD01073,CUST05073,,2026-05-15 20:26:00,SUCCESS,,,
ACT000257,A008,SEND_MESSAGE,ORD01073,CUST05073,,2026-05-15 20:28:23,SUCCESS,,,
ACT000258,A004,GET_ORDER,ORD01074,CUST05074,,2026-07-03 16:48:03,SUCCESS,,,
ACT000259,A004,CHECK_ELIGIBILITY,ORD01074,CUST05074,,2026-07-03 16:50:28,SUCCESS,,,
ACT000260,A004,PAYMENT,ORD01074,CUST05074,,2026-07-03 16:51:46,SUCCESS,,,payment_amount=2100.79
ACT000261,A009,GET_ORDER,ORD01075,CUST05075,,2026-05-31 17:19:35,FAILED,,,
ACT000262,A009,CHECK_DELIVERY,ORD01075,CUST05075,,2026-05-31 17:21:24,SUCCESS,,,
ACT000263,A009,CHECK_ELIGIBILITY,ORD01075,CUST05075,,2026-05-31 17:25:04,SUCCESS,,,
ACT000264,A009,CALCULATE_REFUND,ORD01075,CUST05075,,2026-05-31 17:27:07,SUCCESS,,,
ACT000265,A009,REFUND,ORD01075,CUST05075,,2026-05-31 17:29:57,SUCCESS,,,refund_amount=456.06
ACT000266,A006,GET_ORDER,ORD01076,CUST05076,,2026-06-04 13:30:30,SUCCESS,,,
ACT000267,A006,CHECK_DELIVERY,ORD01076,CUST05076,,2026-06-04 13:32:56,SUCCESS,,,
ACT000268,A006,RETURN,ORD01076,CUST05076,,2026-06-04 13:33:49,SUCCESS,,,
ACT000269,A006,UPDATE_RECORD,ORD01076,CUST05076,,2026-06-04 13:36:04,SUCCESS,,,
ACT000270,A002,GET_ORDER,ORD01077,CUST05077,,2026-06-23 12:50:32,SUCCESS,,,
ACT000271,A002,UPDATE_RECORD,ORD01077,CUST05077,,2026-06-23 12:50:37,SUCCESS,,,
ACT000272,A002,SEND_MESSAGE,ORD01077,CUST05077,,2026-06-23 12:51:58,SUCCESS,,,
ACT000273,A005,GET_ORDER,ORD01078,CUST05078,,2026-06-27 15:22:21,SUCCESS,,,
ACT000274,A005,SEND_MESSAGE,ORD01078,CUST05078,,2026-06-27 15:24:45,SUCCESS,,,
ACT000275,A004,GET_ORDER,ORD01079,CUST05079,,2026-05-31 15:14:54,SUCCESS,,,
ACT000276,A004,CHECK_ELIGIBILITY,ORD01079,CUST05079,,2026-05-31 15:15:10,SUCCESS,,,
ACT000277,A004,PAYMENT,ORD01079,CUST05079,,2026-05-31 15:17:16,SUCCESS,,,payment_amount=2438.0
ACT000278,A003,GET_ORDER,ORD01080,CUST05080,,2026-05-05 10:37:21,SUCCESS,,,
ACT000279,A003,CHECK_DELIVERY,ORD01080,CUST05080,,2026-05-05 10:41:09,SUCCESS,,,
ACT000280,A003,SHIP,ORD01080,CUST05080,,2026-05-05 10:41:39,SUCCESS,,,
ACT000281,A003,SEND_MESSAGE,ORD01080,CUST05080,,2026-05-05 10:43:40,FAILED,,,
ACT000282,A002,GET_ORDER,ORD01081,CUST05081,,2026-05-20 09:50:16,SUCCESS,,,
ACT000283,A002,CHECK_ELIGIBILITY,ORD01081,CUST05081,,2026-05-20 09:53:18,SUCCESS,,,
ACT000284,A002,CANCEL_ORDER,ORD01081,CUST05081,,2026-05-20 09:53:43,SUCCESS,,,
ACT000285,A002,SEND_MESSAGE,ORD01081,CUST05081,,2026-05-20 09:57:26,SUCCESS,,,
ACT000286,A002,GET_ORDER,ORD01082,CUST05082,,2026-07-02 18:02:39,SUCCESS,,,
ACT000287,A002,CHECK_ELIGIBILITY,ORD01082,CUST05082,,2026-07-02 18:05:25,SUCCESS,,,
ACT000288,A002,CANCEL_ORDER,ORD01082,CUST05082,,2026-07-02 18:06:43,SUCCESS,,,
ACT000289,A002,SEND_MESSAGE,ORD01082,CUST05082,,2026-07-02 18:09:59,SUCCESS,,,
ACT000290,A002,GET_ORDER,ORD01083,CUST05083,,2026-06-08 19:02:20,SUCCESS,,,
ACT000291,A002,UPDATE_RECORD,ORD01083,CUST05083,,2026-06-08 19:03:40,SUCCESS,,,
ACT000292,A002,SEND_MESSAGE,ORD01083,CUST05083,,2026-06-08 19:05:35,SUCCESS,,,
ACT000293,A002,GET_ORDER,ORD01084,CUST05084,,2026-05-24 10:05:39,SUCCESS,,,
ACT000294,A002,CHECK_ELIGIBILITY,ORD01084,CUST05084,,2026-05-24 10:08:22,SUCCESS,,,
ACT000295,A002,CANCEL_ORDER,ORD01084,CUST05084,,2026-05-24 10:10:34,SUCCESS,,,
ACT000296,A002,SEND_MESSAGE,ORD01084,CUST05084,,2026-05-24 10:11:15,SUCCESS,,,
ACT000297,A006,GET_ORDER,ORD01085,CUST05085,,2026-05-02 19:29:57,SUCCESS,,,
ACT000298,A006,CHECK_DELIVERY,ORD01085,CUST05085,,2026-05-02 19:32:21,SUCCESS,,,
ACT000299,A006,RETURN,ORD01085,CUST05085,,2026-05-02 19:34:19,SUCCESS,,,
ACT000300,A006,UPDATE_RECORD,ORD01085,CUST05085,,2026-05-02 19:36:54,SUCCESS,,,
ACT000301,A006,GET_ORDER,ORD01086,CUST05086,,2026-06-08 11:24:54,SUCCESS,,,
ACT000302,A006,CHECK_DELIVERY,ORD01086,CUST05086,,2026-06-08 11:25:59,SUCCESS,,,
ACT000303,A006,RETURN,ORD01086,CUST05086,,2026-06-08 11:27:35,SUCCESS,,,
ACT000304,A006,UPDATE_RECORD,ORD01086,CUST05086,,2026-06-08 11:30:39,SUCCESS,,,
ACT000305,A002,GET_ORDER,ORD01087,CUST05087,,2026-07-12 18:49:47,SUCCESS,,,
ACT000306,A002,CHECK_ELIGIBILITY,ORD01087,CUST05087,,2026-07-12 18:53:45,SUCCESS,,,
ACT000307,A002,CANCEL_ORDER,ORD01087,CUST05087,,2026-07-12 18:55:57,SUCCESS,,,
ACT000308,A002,SEND_MESSAGE,ORD01087,CUST05087,,2026-07-12 18:59:53,SUCCESS,,,
ACT000309,A004,GET_ORDER,ORD01088,CUST05088,,2026-06-15 11:12:39,SUCCESS,,,
ACT000310,A004,CHECK_ELIGIBILITY,ORD01088,CUST05088,,2026-06-15 11:15:57,SUCCESS,,,
ACT000311,A004,PAYMENT,ORD01088,CUST05088,,2026-06-15 11:18:50,SUCCESS,,,payment_amount=427.6
ACT000312,A001,GET_ORDER,ORD01089,CUST05089,,2026-06-26 08:23:46,SUCCESS,,,
ACT000313,A001,CHECK_DELIVERY,ORD01089,CUST05089,,2026-06-26 08:27:43,SUCCESS,,,
ACT000314,A001,CHECK_ELIGIBILITY,ORD01089,CUST05089,,2026-06-26 08:30:59,SUCCESS,,,
ACT000315,A001,CALCULATE_REFUND,ORD01089,CUST05089,,2026-06-26 08:31:55,SUCCESS,,,
ACT000316,A001,REFUND,ORD01089,CUST05089,,2026-06-26 08:34:18,SUCCESS,,,refund_amount=338.78
ACT000317,A006,GET_ORDER,ORD01090,CUST05090,,2026-06-02 19:30:51,SUCCESS,,,
ACT000318,A006,CHECK_DELIVERY,ORD01090,CUST05090,,2026-06-02 19:34:38,SUCCESS,,,
ACT000319,A006,RETURN,ORD01090,CUST05090,,2026-06-02 19:35:12,SUCCESS,,,
ACT000320,A006,UPDATE_RECORD,ORD01090,CUST05090,,2026-06-02 19:35:36,SUCCESS,,,
ACT000321,A002,GET_ORDER,ORD01091,CUST05091,,2026-07-11 13:50:25,FAILED,,,
ACT000322,A002,CHECK_ELIGIBILITY,ORD01091,CUST05091,,2026-07-11 13:52:47,SUCCESS,,,
ACT000323,A002,CANCEL_ORDER,ORD01091,CUST05091,,2026-07-11 13:54:26,SUCCESS,,,
ACT000324,A002,SEND_MESSAGE,ORD01091,CUST05091,,2026-07-11 13:57:23,SUCCESS,,,
ACT000325,A008,GET_ORDER,ORD01092,CUST05092,,2026-05-30 14:39:56,SUCCESS,,,
ACT000326,A008,APPLY_DISCOUNT,ORD01092,CUST05092,,2026-05-30 14:41:24,SUCCESS,,,
ACT000327,A008,SEND_MESSAGE,ORD01092,CUST05092,,2026-05-30 14:42:25,SUCCESS,,,
ACT000328,A005,GET_ORDER,ORD01093,CUST05093,,2026-06-08 16:07:08,SUCCESS,,,
ACT000329,A005,SEND_MESSAGE,ORD01093,CUST05093,,2026-06-08 16:07:22,SUCCESS,,,
ACT000330,A002,GET_ORDER,ORD01094,CUST05094,,2026-07-08 10:29:23,SUCCESS,,,
ACT000331,A002,UPDATE_RECORD,ORD01094,CUST05094,,2026-07-08 10:32:38,SUCCESS,,,
ACT000332,A002,SEND_MESSAGE,ORD01094,CUST05094,,2026-07-08 10:35:01,SUCCESS,,,
ACT000333,A003,GET_ORDER,ORD01095,CUST05095,,2026-05-13 18:39:26,SUCCESS,,,
ACT000334,A003,CHECK_DELIVERY,ORD01095,CUST05095,,2026-05-13 18:40:42,FAILED,,,
ACT000335,A003,SHIP,ORD01095,CUST05095,,2026-05-13 18:42:21,SUCCESS,,,
ACT000336,A003,SEND_MESSAGE,ORD01095,CUST05095,,2026-05-13 18:44:19,SUCCESS,,,
ACT000337,A008,GET_ORDER,ORD01096,CUST05096,,2026-06-17 15:41:22,SUCCESS,,,
ACT000338,A008,APPLY_DISCOUNT,ORD01096,CUST05096,,2026-06-17 15:42:37,SUCCESS,,,
ACT000339,A008,SEND_MESSAGE,ORD01096,CUST05096,,2026-06-17 15:43:13,SUCCESS,,,
ACT000340,A010,GET_ORDER,ORD01097,CUST05097,,2026-05-28 16:38:01,SUCCESS,,,
ACT000341,A010,SEND_MESSAGE,ORD01097,CUST05097,,2026-05-28 16:39:31,SUCCESS,,,
ACT000342,A004,GET_ORDER,ORD01098,CUST05098,,2026-07-10 11:13:52,SUCCESS,,,
ACT000343,A004,CHECK_ELIGIBILITY,ORD01098,CUST05098,,2026-07-10 11:15:21,SUCCESS,,,
ACT000344,A004,PAYMENT,ORD01098,CUST05098,,2026-07-10 11:18:47,SUCCESS,,,payment_amount=28.45
ACT000345,A003,GET_ORDER,ORD01099,CUST05099,,2026-07-09 11:11:07,SUCCESS,,,
ACT000346,A003,CHECK_DELIVERY,ORD01099,CUST05099,,2026-07-09 11:11:18,SUCCESS,,,
ACT000347,A003,SHIP,ORD01099,CUST05099,,2026-07-09 11:12:54,SUCCESS,,,
ACT000348,A003,SEND_MESSAGE,ORD01099,CUST05099,,2026-07-09 11:13:59,SUCCESS,,,
ACT000349,A003,GET_ORDER,ORD01100,CUST05100,,2026-05-17 17:33:07,SUCCESS,,,
ACT000350,A003,CHECK_DELIVERY,ORD01100,CUST05100,,2026-05-17 17:35:13,SUCCESS,,,
ACT000351,A003,SHIP,ORD01100,CUST05100,,2026-05-17 17:36:50,SUCCESS,,,
ACT000352,A003,SEND_MESSAGE,ORD01100,CUST05100,,2026-05-17 17:37:22,SUCCESS,,,
ACT000353,A001,GET_ORDER,ORD01101,CUST05101,,2026-07-06 12:41:01,SUCCESS,,,
ACT000354,A001,CHECK_DELIVERY,ORD01101,CUST05101,,2026-07-06 12:43:08,SUCCESS,,,
ACT000355,A001,CHECK_ELIGIBILITY,ORD01101,CUST05101,,2026-07-06 12:45:02,SUCCESS,,,
ACT000356,A001,CALCULATE_REFUND,ORD01101,CUST05101,,2026-07-06 12:47:12,SUCCESS,,,
ACT000357,A001,REFUND,ORD01101,CUST05101,,2026-07-06 12:49:10,SUCCESS,,,refund_amount=86.5
ACT000358,A003,GET_ORDER,ORD01102,CUST05102,,2026-06-05 16:37:35,SUCCESS,,,
ACT000359,A003,CHECK_DELIVERY,ORD01102,CUST05102,,2026-06-05 16:39:17,SUCCESS,,,
ACT000360,A003,SHIP,ORD01102,CUST05102,,2026-06-05 16:41:37,SUCCESS,,,
ACT000361,A003,SEND_MESSAGE,ORD01102,CUST05102,,2026-06-05 16:43:51,SUCCESS,,,
ACT000362,A007,GET_ORDER,ORD01103,CUST05103,,2026-07-10 17:13:27,SUCCESS,,,
ACT000363,A007,UPDATE_RECORD,ORD01103,CUST05103,,2026-07-10 17:14:30,SUCCESS,,,
ACT000364,A007,SEND_MESSAGE,ORD01103,CUST05103,,2026-07-10 17:18:06,SUCCESS,,,
ACT000365,A002,GET_ORDER,ORD01104,CUST05104,,2026-06-10 16:23:09,SUCCESS,,,
ACT000366,A002,UPDATE_RECORD,ORD01104,CUST05104,,2026-06-10 16:25:15,SUCCESS,,,
ACT000367,A002,SEND_MESSAGE,ORD01104,CUST05104,,2026-06-10 16:28:52,SUCCESS,,,
ACT000368,A007,GET_ORDER,ORD01105,CUST05105,,2026-06-17 18:35:03,SUCCESS,,,
ACT000369,A007,UPDATE_RECORD,ORD01105,CUST05105,,2026-06-17 18:37:31,SUCCESS,,,
ACT000370,A007,SEND_MESSAGE,ORD01105,CUST05105,,2026-06-17 18:40:27,SUCCESS,,,
ACT000371,A002,GET_ORDER,ORD01106,CUST05106,,2026-05-07 20:38:19,SUCCESS,,,
ACT000372,A002,CHECK_ELIGIBILITY,ORD01106,CUST05106,,2026-05-07 20:40:51,SUCCESS,,,
ACT000373,A002,CANCEL_ORDER,ORD01106,CUST05106,,2026-05-07 20:41:35,SUCCESS,,,
ACT000374,A002,SEND_MESSAGE,ORD01106,CUST05106,,2026-05-07 20:42:37,SUCCESS,,,
ACT000375,A005,GET_ORDER,ORD01107,CUST05107,,2026-06-05 15:51:27,SUCCESS,,,
ACT000376,A005,CHECK_ELIGIBILITY,ORD01107,CUST05107,,2026-06-05 15:54:48,SUCCESS,,,
ACT000377,A005,UPDATE_RECORD,ORD01107,CUST05107,,2026-06-05 15:57:30,SUCCESS,,,
ACT000378,A005,SEND_MESSAGE,ORD01107,CUST05107,,2026-06-05 15:59:57,FAILED,,,
ACT000379,A006,GET_ORDER,ORD01108,CUST05108,,2026-06-04 17:19:58,SUCCESS,,,
ACT000380,A006,CHECK_DELIVERY,ORD01108,CUST05108,,2026-06-04 17:20:04,SUCCESS,,,
ACT000381,A006,RETURN,ORD01108,CUST05108,,2026-06-04 17:20:45,SUCCESS,,,
ACT000382,A006,UPDATE_RECORD,ORD01108,CUST05108,,2026-06-04 17:22:32,SUCCESS,,,
ACT000383,A001,GET_ORDER,ORD01109,CUST05109,,2026-07-07 11:26:29,SUCCESS,,,
ACT000384,A001,CHECK_DELIVERY,ORD01109,CUST05109,,2026-07-07 11:28:08,SUCCESS,,,
ACT000385,A001,CHECK_ELIGIBILITY,ORD01109,CUST05109,,2026-07-07 11:29:36,SUCCESS,,,
ACT000386,A001,CALCULATE_REFUND,ORD01109,CUST05109,,2026-07-07 11:32:06,SUCCESS,,,
ACT000387,A001,REFUND,ORD01109,CUST05109,,2026-07-07 11:35:57,SUCCESS,,,refund_amount=154.31
ACT000388,A001,GET_ORDER,ORD01110,CUST05110,,2026-06-04 13:27:31,SUCCESS,,,
ACT000389,A001,CHECK_DELIVERY,ORD01110,CUST05110,,2026-06-04 13:29:22,SUCCESS,,,
ACT000390,A001,CHECK_ELIGIBILITY,ORD01110,CUST05110,,2026-06-04 13:32:40,SUCCESS,,,
ACT000391,A001,CALCULATE_REFUND,ORD01110,CUST05110,,2026-06-04 13:34:13,SUCCESS,,,
ACT000392,A001,REFUND,ORD01110,CUST05110,,2026-06-04 13:35:30,SUCCESS,,,refund_amount=539.92
ACT000393,A006,GET_ORDER,ORD01111,CUST05111,,2026-06-20 21:03:00,SUCCESS,,,
ACT000394,A006,CHECK_DELIVERY,ORD01111,CUST05111,,2026-06-20 21:03:59,SUCCESS,,,
ACT000395,A006,RETURN,ORD01111,CUST05111,,2026-06-20 21:07:19,SUCCESS,,,
ACT000396,A006,UPDATE_RECORD,ORD01111,CUST05111,,2026-06-20 21:08:47,SUCCESS,,,
ACT000397,A002,GET_ORDER,ORD01112,CUST05112,,2026-06-18 14:14:32,SUCCESS,,,
ACT000398,A002,CHECK_ELIGIBILITY,ORD01112,CUST05112,,2026-06-18 14:17:28,SUCCESS,,,
ACT000399,A002,CANCEL_ORDER,ORD01112,CUST05112,,2026-06-18 14:17:51,SUCCESS,,,
ACT000400,A002,SEND_MESSAGE,ORD01112,CUST05112,,2026-06-18 14:21:05,SUCCESS,,,
ACT000401,A005,GET_ORDER,ORD01113,CUST05113,,2026-06-10 15:36:25,SUCCESS,,,
ACT000402,A005,SEND_MESSAGE,ORD01113,CUST05113,,2026-06-10 15:38:16,SUCCESS,,,
ACT000403,A009,GET_ORDER,ORD01114,CUST05114,,2026-05-22 18:39:29,SUCCESS,,,
ACT000404,A009,CHECK_DELIVERY,ORD01114,CUST05114,,2026-05-22 18:43:29,SUCCESS,,,
ACT000405,A009,CHECK_ELIGIBILITY,ORD01114,CUST05114,,2026-05-22 18:45:25,SUCCESS,,,
ACT000406,A009,CALCULATE_REFUND,ORD01114,CUST05114,,2026-05-22 18:46:32,SUCCESS,,,
ACT000407,A009,REFUND,ORD01114,CUST05114,,2026-05-22 18:48:19,SUCCESS,,,refund_amount=365.25
ACT000408,A008,GET_ORDER,ORD01115,CUST05115,,2026-05-22 09:40:07,SUCCESS,,,
ACT000409,A008,APPLY_DISCOUNT,ORD01115,CUST05115,,2026-05-22 09:41:01,SUCCESS,,,
ACT000410,A008,SEND_MESSAGE,ORD01115,CUST05115,,2026-05-22 09:42:35,SUCCESS,,,
ACT000411,A003,GET_ORDER,ORD01116,CUST05116,,2026-05-19 11:11:38,SUCCESS,,,
ACT000412,A003,CHECK_DELIVERY,ORD01116,CUST05116,,2026-05-19 11:14:57,SUCCESS,,,
ACT000413,A003,SHIP,ORD01116,CUST05116,,2026-05-19 11:15:47,SUCCESS,,,
ACT000414,A003,SEND_MESSAGE,ORD01116,CUST05116,,2026-05-19 11:18:32,SUCCESS,,,
ACT000415,A005,GET_ORDER,ORD01117,CUST05117,,2026-07-12 16:39:20,SUCCESS,,,
ACT000416,A005,SEND_MESSAGE,ORD01117,CUST05117,,2026-07-12 16:42:05,SUCCESS,,,
ACT000417,A002,GET_ORDER,ORD01118,CUST05118,,2026-06-08 18:37:03,SUCCESS,,,
ACT000418,A002,UPDATE_RECORD,ORD01118,CUST05118,,2026-06-08 18:37:26,SUCCESS,,,
ACT000419,A002,SEND_MESSAGE,ORD01118,CUST05118,,2026-06-08 18:39:26,FAILED,,,
ACT000420,A006,GET_ORDER,ORD01119,CUST05119,,2026-05-12 16:32:24,SUCCESS,,,
ACT000421,A006,CHECK_DELIVERY,ORD01119,CUST05119,,2026-05-12 16:34:50,SUCCESS,,,
ACT000422,A006,RETURN,ORD01119,CUST05119,,2026-05-12 16:38:04,SUCCESS,,,
ACT000423,A006,UPDATE_RECORD,ORD01119,CUST05119,,2026-05-12 16:40:04,SUCCESS,,,
ACT000424,A004,GET_ORDER,ORD01120,CUST05120,,2026-06-30 14:03:28,SUCCESS,,,
ACT000425,A004,CHECK_ELIGIBILITY,ORD01120,CUST05120,,2026-06-30 14:07:23,SUCCESS,,,
ACT000426,A004,PAYMENT,ORD01120,CUST05120,,2026-06-30 14:10:30,SUCCESS,,,payment_amount=1945.46
ACT000427,A004,GET_ORDER,ORD01121,CUST05121,,2026-06-26 14:39:10,SUCCESS,,,
ACT000428,A004,CHECK_ELIGIBILITY,ORD01121,CUST05121,,2026-06-26 14:43:09,SUCCESS,,,
ACT000429,A004,PAYMENT,ORD01121,CUST05121,,2026-06-26 14:44:58,SUCCESS,,,payment_amount=2043.12
ACT000430,A008,GET_ORDER,ORD01122,CUST05122,,2026-05-13 15:24:18,SUCCESS,,,
ACT000431,A008,APPLY_DISCOUNT,ORD01122,CUST05122,,2026-05-13 15:28:01,SUCCESS,,,
ACT000432,A008,SEND_MESSAGE,ORD01122,CUST05122,,2026-05-13 15:31:58,SUCCESS,,,
ACT000433,A008,GET_ORDER,ORD01123,CUST05123,,2026-05-19 19:19:41,SUCCESS,,,
ACT000434,A008,APPLY_DISCOUNT,ORD01123,CUST05123,,2026-05-19 19:21:26,SUCCESS,,,
ACT000435,A008,SEND_MESSAGE,ORD01123,CUST05123,,2026-05-19 19:24:32,SUCCESS,,,
ACT000436,A005,GET_ORDER,ORD01124,CUST05124,,2026-06-12 18:42:44,SUCCESS,,,
ACT000437,A005,CHECK_ELIGIBILITY,ORD01124,CUST05124,,2026-06-12 18:45:58,SUCCESS,,,
ACT000438,A005,UPDATE_RECORD,ORD01124,CUST05124,,2026-06-12 18:49:56,SUCCESS,,,
ACT000439,A005,SEND_MESSAGE,ORD01124,CUST05124,,2026-06-12 18:52:46,SUCCESS,,,
ACT000440,A008,GET_ORDER,ORD01125,CUST05125,,2026-06-09 11:13:21,SUCCESS,,,
ACT000441,A008,APPLY_DISCOUNT,ORD01125,CUST05125,,2026-06-09 11:15:30,SUCCESS,,,
ACT000442,A008,SEND_MESSAGE,ORD01125,CUST05125,,2026-06-09 11:16:10,SUCCESS,,,
ACT000443,A002,GET_ORDER,ORD01126,CUST05126,,2026-07-09 18:56:33,FAILED,,,
ACT000444,A002,UPDATE_RECORD,ORD01126,CUST05126,,2026-07-09 18:58:04,SUCCESS,,,
ACT000445,A002,SEND_MESSAGE,ORD01126,CUST05126,,2026-07-09 19:00:47,SUCCESS,,,
ACT000446,A003,GET_ORDER,ORD01127,CUST05127,,2026-05-22 17:02:26,SUCCESS,,,
ACT000447,A003,CHECK_DELIVERY,ORD01127,CUST05127,,2026-05-22 17:05:35,SUCCESS,,,
ACT000448,A003,SHIP,ORD01127,CUST05127,,2026-05-22 17:07:33,SUCCESS,,,
ACT000449,A003,SEND_MESSAGE,ORD01127,CUST05127,,2026-05-22 17:10:50,SUCCESS,,,
ACT000450,A004,GET_ORDER,ORD01128,CUST05128,,2026-06-09 20:50:30,SUCCESS,,,
ACT000451,A004,CHECK_ELIGIBILITY,ORD01128,CUST05128,,2026-06-09 20:51:24,SUCCESS,,,
ACT000452,A004,PAYMENT,ORD01128,CUST05128,,2026-06-09 20:53:55,SUCCESS,,,payment_amount=1395.81
ACT000453,A002,GET_ORDER,ORD01129,CUST05129,,2026-06-23 20:52:12,SUCCESS,,,
ACT000454,A002,CHECK_ELIGIBILITY,ORD01129,CUST05129,,2026-06-23 20:52:52,SUCCESS,,,
ACT000455,A002,CANCEL_ORDER,ORD01129,CUST05129,,2026-06-23 20:53:10,SUCCESS,,,
ACT000456,A002,SEND_MESSAGE,ORD01129,CUST05129,,2026-06-23 20:56:58,SUCCESS,,,
ACT000457,A005,GET_ORDER,ORD01130,CUST05130,,2026-06-06 09:10:17,SUCCESS,,,
ACT000458,A005,CHECK_ELIGIBILITY,ORD01130,CUST05130,,2026-06-06 09:12:33,SUCCESS,,,
ACT000459,A005,UPDATE_RECORD,ORD01130,CUST05130,,2026-06-06 09:14:29,SUCCESS,,,
ACT000460,A005,SEND_MESSAGE,ORD01130,CUST05130,,2026-06-06 09:18:27,SUCCESS,,,
ACT000461,A008,GET_ORDER,ORD01131,CUST05131,,2026-06-23 09:32:23,SUCCESS,,,
ACT000462,A008,APPLY_DISCOUNT,ORD01131,CUST05131,,2026-06-23 09:32:48,SUCCESS,,,
ACT000463,A008,SEND_MESSAGE,ORD01131,CUST05131,,2026-06-23 09:33:00,SUCCESS,,,
ACT000464,A008,GET_ORDER,ORD01132,CUST05132,,2026-05-18 08:58:53,SUCCESS,,,
ACT000465,A008,APPLY_DISCOUNT,ORD01132,CUST05132,,2026-05-18 09:02:30,SUCCESS,,,
ACT000466,A008,SEND_MESSAGE,ORD01132,CUST05132,,2026-05-18 09:05:35,SUCCESS,,,
ACT000467,A009,GET_ORDER,ORD01133,CUST05133,,2026-05-03 11:53:09,SUCCESS,,,
ACT000468,A009,CHECK_DELIVERY,ORD01133,CUST05133,,2026-05-03 11:56:20,SUCCESS,,,
ACT000469,A009,CHECK_ELIGIBILITY,ORD01133,CUST05133,,2026-05-03 11:58:13,SUCCESS,,,
ACT000470,A009,CALCULATE_REFUND,ORD01133,CUST05133,,2026-05-03 11:59:31,SUCCESS,,,
ACT000471,A009,REFUND,ORD01133,CUST05133,,2026-05-03 12:00:07,SUCCESS,,,refund_amount=386.55
ACT000472,A010,GET_ORDER,ORD01134,CUST05134,,2026-07-03 15:01:40,SUCCESS,,,
ACT000473,A010,SEND_MESSAGE,ORD01134,CUST05134,,2026-07-03 15:02:46,SUCCESS,,,
ACT000474,A002,GET_ORDER,ORD01135,CUST05135,,2026-06-15 11:26:11,SUCCESS,,,
ACT000475,A002,CHECK_ELIGIBILITY,ORD01135,CUST05135,,2026-06-15 11:26:37,SUCCESS,,,
ACT000476,A002,CANCEL_ORDER,ORD01135,CUST05135,,2026-06-15 11:28:14,SUCCESS,,,
ACT000477,A002,SEND_MESSAGE,ORD01135,CUST05135,,2026-06-15 11:30:33,SUCCESS,,,
ACT000478,A005,GET_ORDER,ORD01136,CUST05136,,2026-06-19 18:02:40,SUCCESS,,,
ACT000479,A005,CHECK_ELIGIBILITY,ORD01136,CUST05136,,2026-06-19 18:04:20,SUCCESS,,,
ACT000480,A005,UPDATE_RECORD,ORD01136,CUST05136,,2026-06-19 18:04:29,SUCCESS,,,
ACT000481,A005,SEND_MESSAGE,ORD01136,CUST05136,,2026-06-19 18:04:51,SUCCESS,,,
ACT000482,A007,GET_ORDER,ORD01137,CUST05137,,2026-06-12 10:22:34,SUCCESS,,,
ACT000483,A007,UPDATE_RECORD,ORD01137,CUST05137,,2026-06-12 10:25:23,SUCCESS,,,
ACT000484,A007,SEND_MESSAGE,ORD01137,CUST05137,,2026-06-12 10:28:47,SUCCESS,,,
ACT000485,A005,GET_ORDER,ORD01138,CUST05138,,2026-05-18 09:49:29,FAILED,,,
ACT000486,A005,SEND_MESSAGE,ORD01138,CUST05138,,2026-05-18 09:50:25,SUCCESS,,,
ACT000487,A001,GET_ORDER,ORD01139,CUST05139,,2026-06-09 14:52:34,SUCCESS,,,
ACT000488,A001,CHECK_DELIVERY,ORD01139,CUST05139,,2026-06-09 14:52:48,SUCCESS,,,
ACT000489,A001,CHECK_ELIGIBILITY,ORD01139,CUST05139,,2026-06-09 14:53:41,SUCCESS,,,
ACT000490,A001,CALCULATE_REFUND,ORD01139,CUST05139,,2026-06-09 14:57:26,SUCCESS,,,
ACT000491,A001,REFUND,ORD01139,CUST05139,,2026-06-09 15:01:12,SUCCESS,,,refund_amount=256.8
ACT000492,A008,GET_ORDER,ORD01140,CUST05140,,2026-06-21 17:57:24,SUCCESS,,,
ACT000493,A008,APPLY_DISCOUNT,ORD01140,CUST05140,,2026-06-21 17:58:16,SUCCESS,,,
ACT000494,A008,SEND_MESSAGE,ORD01140,CUST05140,,2026-06-21 18:00:28,SUCCESS,,,
ACT000495,A005,GET_ORDER,ORD01141,CUST05141,,2026-05-11 17:05:27,SUCCESS,,,
ACT000496,A005,CHECK_ELIGIBILITY,ORD01141,CUST05141,,2026-05-11 17:09:02,SUCCESS,,,
ACT000497,A005,UPDATE_RECORD,ORD01141,CUST05141,,2026-05-11 17:10:22,SUCCESS,,,
ACT000498,A005,SEND_MESSAGE,ORD01141,CUST05141,,2026-05-11 17:10:47,SUCCESS,,,
ACT000499,A006,GET_ORDER,ORD01142,CUST05142,,2026-06-24 10:28:22,SUCCESS,,,
